ENGINE_NAME,PMDE vNext
VERSION,V_NEXT
RUN_TIMESTAMP,20260511_185852
INPUT_FILE,D:/Tools/StockCodeMaster/01_NASDAQ_Sector_Energy.csv
FILE_SYMBOL_COUNT,53
HARDCODED_SYMBOL_COUNT,0
FALLBACK_SYMBOL_COUNT,0
INPUT_WARNINGS,
FORCE_L2_ASSESSMENT,True
MACD_FAST,8
MACD_SLOW,12
MACD_SIGNAL,5
USE_LIVE_PRICE_FOR_DAILY,True
LIVE_PRICE_INTERVAL,1m
LIVE_PRICE_PERIOD,1d
LIVE_PRICE_PREPOST,False
DATA_PERIOD_1D,5y
DATA_PERIOD_4H,60d
DATA_PERIOD_1H,30d
ACTIVE_GENERIC_FACTS,EMA200|PRICE_CONTEXT|SESSION_CONTEXT

TOTAL_SYMBOLS,53
SUCCESS_COUNT,53
FAILED,0
EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,22,41.51%
PRE_BEAR_CROSSOVER,1,1.89%
BULL_STRUCTURE_SECURED,10,18.87%
INSUFFICIENT_HISTORY_FOR_BASELINE,4,7.55%
BULL_STRUCTURE_PULLBACK_RISK,7,13.21%
BEAR_CROSSOVER_CONFIRMED,5,9.43%
INSUFFICIENT_TECHNICAL_DATA,1,1.89%
PRE_BULL_CROSSOVER,1,1.89%
STATUS_QUO_NO_CROSSOVER,2,3.77%
RUN_MODE,ADHOC_LIVE_VALIDATION

Symbol,Zone,L1_State,L1_Reason,L2_Hypothesis,Capital_Action,L2_MACD,L2_Confidence,L2_Indicators_Used,L3_Substantiation,PMDE_Explanation,Final_State,Momentum_State,Participation_State,Trend_Strength_State,Exhaustion_State,Volatility_State,Session_State,Session_Change_Pct,Opening_Gap_Pct,Intraday_Change_Pct,Gap_State,EMA200,EMA200_Status,EMA200_Data_Points,EMA200_Reason,Latest_Price,EMA200_D_Pct,EMA200_Slope_Pct,EMA200_Slope_State,MACD_1H,SIGNAL_1H,HISTOGRAM_1H,MACD_4H,SIGNAL_4H,HISTOGRAM_4H,MACD_1D,SIGNAL_1D,HISTOGRAM_1D,PPO_1D,PPO_SIGNAL_1D,PPO_HISTOGRAM_1D,PPO_STATE_1D,RSI_1D,RSI_STATE_1D,ADX_1D,DI_PLUS_1D,DI_MINUS_1D,ADX_DIRECTION_1D,ADX_STRENGTH_1D,OBV_1D,OBV_STATE_1D,CMF_1D,CMF_STATE_1D,ATRP_1D,ATRP_RISK_1D,High_52W,Low_52W,Distance_From_52W_High_Pct,Distance_From_52W_Low_Pct,Price_Context_State
PAA,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PAA: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=16.4752%, slope=RISING. Extended support: PPO=BEARISH, RSI=55.2375, ADX=22.4446 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=2.2961% LOW, 52W=NEAR_HIGH, Session=NORMAL 1.4273%.","PAA: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=16.4752%, slope=RISING. Extended support: PPO=BEARISH, RSI=55.2375, ADX=22.4446 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=2.2961% LOW, 52W=NEAR_HIGH, Session=NORMAL 1.4273%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_WEAK,NEUTRAL,LOW,NORMAL,1.4273,-0.0921,1.5207,NO_GAP,18.9139,VALID,1256,,22.03,16.4752,3.2951,RISING,-0.0059,-0.0261,0.0202,-0.0583,-0.0403,-0.018,0.0764,0.1156,-0.0392,0.3477,0.5269,-0.1792,BEARISH,55.2375,NEUTRAL,22.4446,21.7359,18.2452,BULLISH,WEAK,182860515.0,DISTRIBUTION,0.235,ACCUMULATION,2.2961,LOW,22.85,14.7412,-3.5886,49.4449,NEAR_HIGH
PAGP,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PAGP: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=16.1432%, slope=RISING. Extended support: PPO=BEARISH, RSI=54.0064, ADX=21.8254 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=2.1224% LOW, 52W=NEAR_HIGH, Session=NORMAL 1.7033%.","PAGP: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=16.1432%, slope=RISING. Extended support: PPO=BEARISH, RSI=54.0064, ADX=21.8254 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=2.1224% LOW, 52W=NEAR_HIGH, Session=NORMAL 1.7033%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_WEAK,NEUTRAL,LOW,NORMAL,1.7033,2.5873,-0.8617,NO_GAP,20.3068,VALID,1256,,23.585,16.1432,3.3061,RISING,0.0037,-0.0197,0.0235,-0.0607,-0.0483,-0.0125,0.0555,0.089,-0.0334,0.2361,0.3782,-0.1421,BEARISH,54.0064,NEUTRAL,21.8254,24.702,19.6199,BULLISH,WEAK,254740796.0,DISTRIBUTION,0.2273,ACCUMULATION,2.1224,LOW,24.36,15.7215,-3.1815,50.0171,NEAR_HIGH
PLUG,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PLUG: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=51.0329%, slope=RISING. Extended support: PPO=BULLISH, RSI=66.0792, ADX=48.8935 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.9011% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 13.6218%.","PLUG: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=51.0329%, slope=RISING. Extended support: PPO=BULLISH, RSI=66.0792, ADX=48.8935 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.9011% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 13.6218%.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,EXTENDED_UP,13.6218,-0.9615,14.7249,NO_GAP,2.3472,VALID,1256,,3.545,51.0329,8.0668,RISING,0.0593,0.0497,0.0096,0.0412,0.0213,0.0199,0.0512,0.0467,0.0045,1.5986,1.4849,0.1137,BULLISH,66.0792,BULLISH,48.8935,33.7845,9.0102,BULLISH,STRONG,-2215321884.0,ACCUMULATION,0.1053,ACCUMULATION,6.9011,HIGH,4.58,0.69,-22.5983,413.7681,MID_RANGE
PNRG,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PNRG: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=25.5266%, slope=RISING. Extended support: PPO=BULLISH, RSI=59.187, ADX=13.0416 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.1026% HIGH, 52W=NEAR_HIGH, Session=NORMAL -0.4392%.","PNRG: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=25.5266%, slope=RISING. Extended support: PPO=BULLISH, RSI=59.187, ADX=13.0416 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.1026% HIGH, 52W=NEAR_HIGH, Session=NORMAL -0.4392%.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_WEAK,NEUTRAL,HIGH,NORMAL,-0.4392,0.799,-1.2284,NO_GAP,189.6012,VALID,1256,,238.0,25.5266,3.632,RISING,1.27,1.5058,-0.2358,2.2408,2.0125,0.2284,2.7344,2.0686,0.6658,1.1997,0.9156,0.2841,BULLISH,59.187,NEUTRAL,13.0416,27.2695,17.4289,BULLISH,WEAK,-372722.0,DISTRIBUTION,0.2524,ACCUMULATION,6.1026,HIGH,249.5,126.4,-4.6092,88.2911,NEAR_HIGH
POWL,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"POWL: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=107.9548%, slope=RISING. Extended support: PPO=BULLISH, RSI=77.9322, ADX=52.7328 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.3071% HIGH, 52W=NEAR_HIGH, Session=EXTENDED_UP 5.4656%.","POWL: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=107.9548%, slope=RISING. Extended support: PPO=BULLISH, RSI=77.9322, ADX=52.7328 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.3071% HIGH, 52W=NEAR_HIGH, Session=EXTENDED_UP 5.4656%.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,EXTENDED_UP,5.4656,0.8597,4.5666,NO_GAP,156.9091,VALID,1256,,326.3,107.9548,18.4836,RISING,2.5497,1.9299,0.6198,6.4864,6.4308,0.0556,11.1238,9.9501,1.1737,3.8616,3.5872,0.2744,BULLISH,77.9322,BULLISH,52.7328,36.2228,4.4207,BULLISH,STRONG,53453129.0,ACCUMULATION,0.0704,ACCUMULATION,5.3071,HIGH,328.0,54.6237,-0.5183,497.3592,NEAR_HIGH
PTEN,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PTEN: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=44.9332%, slope=RISING. Extended support: PPO=BEARISH, RSI=58.6251, ADX=14.8614 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=4.9732% MEDIUM, 52W=MID_RANGE, Session=NORMAL 4.4221%.","PTEN: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=44.9332%, slope=RISING. Extended support: PPO=BEARISH, RSI=58.6251, ADX=14.8614 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=4.9732% MEDIUM, 52W=MID_RANGE, Session=NORMAL 4.4221%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_WEAK,NEUTRAL,MEDIUM,NORMAL,4.4221,1.9264,2.4485,NO_GAP,8.2279,VALID,1256,,11.925,44.9332,8.8439,RISING,0.0555,0.0354,0.0201,-0.0115,-0.019,0.0075,0.0974,0.1413,-0.0439,0.8371,1.2221,-0.385,BEARISH,58.6251,NEUTRAL,14.8614,26.9469,23.6391,BULLISH,WEAK,294257926.0,DISTRIBUTION,0.207,ACCUMULATION,4.9732,MEDIUM,12.62,4.9707,-5.5071,139.9072,MID_RANGE
PTLE,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PTLE: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-81.8249%, slope=FALLING. Extended support: PPO=BULLISH, RSI=41.8708, ADX=13.3872 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=13.9731% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 5.4545%.","PTLE: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-81.8249%, slope=FALLING. Extended support: PPO=BULLISH, RSI=41.8708, ADX=13.3872 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=13.9731% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 5.4545%.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BULLISH_WEAK,NEUTRAL,HIGH,EXTENDED_UP,5.4545,1.8182,3.5714,NO_GAP,31.9118,VALID,392,,5.8,-81.8249,-15.0717,FALLING,-0.0225,-0.0296,0.0071,-0.0797,-0.0905,0.0108,-0.1539,-0.1658,0.0119,-2.5705,-2.7083,0.1378,BULLISH,41.8708,NEUTRAL,13.3872,21.0869,19.4323,BULLISH,WEAK,23874783.0,ACCUMULATION,-0.3597,DISTRIBUTION,13.9731,HIGH,144.8,4.0,-95.9945,45.0,MID_RANGE
RCON,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BEAR_CROSSOVER_CONFIRMED,PROTECT_CAPITAL,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"RCON: L1=FORCED_L2_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-44.5604%, slope=FALLING. Extended support: PPO=BEARISH, RSI=34.6911, ADX=14.4798 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=10.2519% HIGH, 52W=NEAR_LOW, Session=NORMAL -3.6145%.","RCON: L1=FORCED_L2_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-44.5604%, slope=FALLING. Extended support: PPO=BEARISH, RSI=34.6911, ADX=14.4798 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=10.2519% HIGH, 52W=NEAR_LOW, Session=NORMAL -3.6145%.",BEAR_CROSSOVER_CONFIRMED,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BEARISH_WEAK,BEARISH,HIGH,NORMAL,-3.6145,-0.0361,-3.5796,NO_GAP,1.443,VALID,1256,,0.8,-44.5604,-7.5062,FALLING,-0.0094,-0.009,-0.0004,-0.0175,-0.0158,-0.0017,-0.0182,-0.0116,-0.0065,-2.0637,-1.3088,-0.755,BEARISH,34.6911,BEARISH,14.4798,11.9132,24.3496,BEARISH,WEAK,-40694978.0,DISTRIBUTION,0.2256,ACCUMULATION,10.2519,HIGH,7.16,0.75,-88.8268,6.6667,NEAR_LOW
TUSK,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"TUSK: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=22.0232%, slope=RISING. Extended support: PPO=BULLISH, RSI=60.1511, ADX=17.5642 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.2211% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 21.9665%.","TUSK: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=22.0232%, slope=RISING. Extended support: PPO=BULLISH, RSI=60.1511, ADX=17.5642 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.2211% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 21.9665%.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,HIGH,EXTENDED_UP,21.9665,2.9289,18.4959,NO_GAP,2.3889,VALID,1256,,2.915,22.0232,2.3269,RISING,0.0738,0.063,0.0108,0.0215,-0.0094,0.0309,0.0032,-0.0007,0.0039,0.1221,-0.0371,0.1591,BULLISH,60.1511,BULLISH,17.5642,36.6617,25.1982,BULLISH,WEAK,33159794.0,ACCUMULATION,0.1172,ACCUMULATION,7.2211,HIGH,3.115,1.715,-6.4205,69.9708,MID_RANGE
UFG,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"UFG: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-54.4422%, slope=FALLING. Extended support: PPO=BEARISH, RSI=39.5573, ADX=14.7136 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=9.9505% HIGH, 52W=MID_RANGE, Session=NORMAL 1.1847%.","UFG: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-54.4422%, slope=FALLING. Extended support: PPO=BEARISH, RSI=39.5573, ADX=14.7136 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=9.9505% HIGH, 52W=MID_RANGE, Session=NORMAL 1.1847%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BULLISH_WEAK,BEARISH,HIGH,NORMAL,1.1847,1.9108,-0.7125,NO_GAP,1.7435,VALID,332,,0.7943,-54.4422,-9.752,FALLING,-0.0056,-0.0058,0.0002,-0.016,-0.0148,-0.0012,-0.017,-0.0109,-0.0061,-1.9754,-1.2566,-0.7188,BEARISH,39.5573,BEARISH,14.7136,16.4041,15.1209,BULLISH,WEAK,47898288.0,DISTRIBUTION,-0.3227,DISTRIBUTION,9.9505,HIGH,11.0,0.6,-92.7791,32.3833,MID_RANGE
