symbol,timestamp,latest_price,l1_state,l1_reason,tactical_state,confidence,capital_action,message,indicators_used,data_fetch_timestamp,engine_mode
WALD,2026-05-15T16:33:01.158570+00:00,1.55,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"WALD: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-11.6616%, slope=FALLING. Extended support: PPO=BULLISH, RSI=62.4121, ADX=40.0159 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=10.2087% HIGH, 52W=MID_RANGE, Session=NORMAL -4.908%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:00.622475+00:00,QUICK_CROSSOVER
UP,2026-05-15T16:33:02.612009+00:00,5.0999,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"UP: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-70.7894%, slope=FALLING. Extended support: PPO=BULLISH, RSI=37.5851, ADX=22.357 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=18.314% HIGH, 52W=NEAR_LOW, Session=EXTENDED_DOWN -8.6039%, Gap=GAP_DOWN -5.1971%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:02.038605+00:00,QUICK_CROSSOVER
SND,2026-05-15T16:33:03.960706+00:00,4.725,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BULL_CROSSOVER,MEDIUM,ACCUMULATION_WATCH,"SND: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Support profile: PPO bearish; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=24.9848%, slope=RISING. Extended support: PPO=BEARISH, RSI=44.1101, ADX=18.462 BEARISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.4098% HIGH, 52W=MID_RANGE, Session=NORMAL -0.1057%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:03.452450+00:00,QUICK_CROSSOVER
SJT,2026-05-15T16:33:05.354130+00:00,4.13,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"SJT: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; RSI weak; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-21.1753%, slope=FALLING. Extended support: PPO=BULLISH, RSI=39.0429, ADX=22.0464 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=5.4314% HIGH, 52W=NEAR_LOW, Session=NORMAL -2.3641%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:04.813355+00:00,QUICK_CROSSOVER
STXS,2026-05-15T16:33:06.744337+00:00,1.885,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"STXS: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-14.7348%, slope=FALLING. Extended support: PPO=BULLISH, RSI=47.3076, ADX=7.503 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=5.4338% HIGH, 52W=NEAR_LOW, Session=NORMAL -2.8351%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:06.158912+00:00,QUICK_CROSSOVER
LARK,2026-05-15T16:33:08.056194+00:00,27.775,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"LARK: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=7.8447%, slope=RISING. Extended support: PPO=BULLISH, RSI=58.319, ADX=20.8228 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=2.9017% LOW, 52W=NEAR_HIGH, Session=NORMAL -0.054%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:07.537551+00:00,QUICK_CROSSOVER
OWLT,2026-05-15T16:33:09.379054+00:00,5.515,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"OWLT: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-33.4105%, slope=FALLING. Extended support: PPO=BULLISH, RSI=49.8195, ADX=25.0489 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=7.3977% HIGH, 52W=MID_RANGE, Session=NORMAL 2.1296%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:08.834672+00:00,QUICK_CROSSOVER
RAIL,2026-05-15T16:33:10.744206+00:00,7.91,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"RAIL: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; ADX confirms bearish trend; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-16.9362%, slope=FALLING. Extended support: PPO=BULLISH, RSI=41.2347, ADX=28.8952 BEARISH/STRONG, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=5.9002% HIGH, 52W=MID_RANGE, Session=NORMAL -4.8135%, Gap=GAP_DOWN -3.7305%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:10.162650+00:00,QUICK_CROSSOVER
EPM,2026-05-15T16:33:12.003313+00:00,4.595,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BULL_CROSSOVER,HIGH,ACCUMULATION_WATCH,"EPM: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (HIGH); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Support profile: PPO bearish; OBV accumulation; CMF accumulation; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=6.7491%, slope=RISING. Extended support: PPO=BEARISH, RSI=49.9387, ADX=18.4652 BEARISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.3249% MEDIUM, 52W=MID_RANGE, Session=NORMAL 2.3385%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:11.501032+00:00,QUICK_CROSSOVER
BRR,2026-05-15T16:33:13.194460+00:00,1.919,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"BRR: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-61.4426%, slope=FALLING. Extended support: PPO=BULLISH, RSI=45.2527, ADX=11.8073 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=7.3695% HIGH, 52W=NEAR_LOW, Session=NORMAL -1.5897%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:12.698707+00:00,QUICK_CROSSOVER
DIBS,2026-05-15T16:33:14.476077+00:00,4.43,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"DIBS: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI weak; ADX confirms bearish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-6.9413%, slope=RISING. Extended support: PPO=BULLISH, RSI=36.3483, ADX=29.7354 BEARISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=7.3618% HIGH, 52W=MID_RANGE, Session=NORMAL -0.8949%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:13.932199+00:00,QUICK_CROSSOVER
GNLX,2026-05-15T16:33:15.700001+00:00,2.87,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"GNLX: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; EMA200 structure weak; high volatility risk; price sharply lower today. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-14.5788%, slope=FALLING. Extended support: PPO=BEARISH, RSI=52.6995, ADX=23.097 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.4795% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.5921%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:15.153625+00:00,QUICK_CROSSOVER
NNOX,2026-05-15T16:33:16.938393+00:00,1.69,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"NNOX: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; RSI weak; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-46.7641%, slope=FALLING. Extended support: PPO=BULLISH, RSI=38.513, ADX=16.3764 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=8.1662% HIGH, 52W=NEAR_LOW, Session=NORMAL -4.5198%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:16.428491+00:00,QUICK_CROSSOVER
NEOV,2026-05-15T16:33:18.270778+00:00,2.52,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"NEOV: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-30.2242%, slope=FALLING. Extended support: PPO=BULLISH, RSI=41.5828, ADX=20.0325 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=11.4232% HIGH, 52W=NEAR_LOW, Session=EXTENDED_DOWN -10.6383%, Gap=GAP_DOWN -8.8652%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:17.676118+00:00,QUICK_CROSSOVER
FURY,2026-05-15T16:33:19.652902+00:00,0.5941,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"FURY: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-2.0571%, slope=FALLING. Extended support: PPO=BULLISH, RSI=47.7117, ADX=11.4451 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=5.3239% HIGH, 52W=MID_RANGE, Session=NORMAL -3.3984%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:19.067162+00:00,QUICK_CROSSOVER
RVSB,2026-05-15T16:33:21.158895+00:00,5.41,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"RVSB: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure supportive. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=2.2477%, slope=RISING. Extended support: PPO=BULLISH, RSI=50.796, ADX=22.097 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=3.021% MEDIUM, 52W=MID_RANGE, Session=NORMAL -0.5515%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:20.536488+00:00,QUICK_CROSSOVER
PROV,2026-05-15T16:33:22.577099+00:00,16.95,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,HIGH,PROTECT_CAPITAL,"PROV: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (HIGH); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=7.3352%, slope=RISING. Extended support: PPO=BEARISH, RSI=57.2002, ADX=24.5405 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=1.3662% LOW, 52W=NEAR_HIGH, Session=NORMAL -0.2941%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:22.038260+00:00,QUICK_CROSSOVER
WW,2026-05-15T16:33:23.823691+00:00,10.67,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"WW: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-50.6423%, slope=FALLING. Extended support: PPO=BULLISH, RSI=46.5652, ADX=19.0381 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=12.0963% HIGH, 52W=MID_RANGE, Session=NORMAL -3.176%, Gap=GAP_DOWN -4.628%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:23.299784+00:00,QUICK_CROSSOVER
PROP,2026-05-15T16:33:25.310664+00:00,0.89,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"PROP: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-60.4533%, slope=FALLING. Extended support: PPO=BEARISH, RSI=33.8227, ADX=23.8193 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=15.4496% HIGH, 52W=NEAR_LOW, Session=EXTENDED_DOWN -11.8812%, Gap=GAP_DOWN -10.8911%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:24.606948+00:00,QUICK_CROSSOVER
ISPR,2026-05-15T16:33:26.592025+00:00,1.67,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"ISPR: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-32.7554%, slope=FALLING. Extended support: PPO=BULLISH, RSI=49.6677, ADX=15.2473 BEARISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=11.9466% HIGH, 52W=MID_RANGE, Session=NORMAL -3.4682%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:26.062850+00:00,QUICK_CROSSOVER
INO,2026-05-15T16:33:27.925663+00:00,1.345,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"INO: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-27.1501%, slope=FALLING. Extended support: PPO=BULLISH, RSI=54.7301, ADX=30.3698 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=8.8273% HIGH, 52W=MID_RANGE, Session=NORMAL -1.1029%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:27.369647+00:00,QUICK_CROSSOVER
KG,2026-05-15T16:33:29.243133+00:00,11.0,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"KG: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-28.6265%, slope=FALLING. Extended support: PPO=BULLISH, RSI=50.1063, ADX=18.139 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=7.7696% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -6.2234%, Gap=GAP_DOWN -6.2234%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:28.716689+00:00,QUICK_CROSSOVER
DOMH,2026-05-15T16:33:30.645632+00:00,3.44,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"DOMH: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; ADX confirms bullish trend; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-8.781%, slope=FALLING. Extended support: PPO=BEARISH, RSI=54.417, ADX=38.1289 BULLISH/STRONG, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=8.9831% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -10.6493%, Gap=GAP_DOWN -11.948%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:30.081315+00:00,QUICK_CROSSOVER
UFI,2026-05-15T16:33:32.053086+00:00,4.14,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,HIGH,HOLD_WITH_RISK_CONTROL,"UFI: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (HIGH); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; OBV distribution; CMF accumulation; EMA200 structure weak. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=1.8706%, slope=FALLING. Extended support: PPO=BULLISH, RSI=63.7745, ADX=23.5776 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=3.7028% MEDIUM, 52W=MID_RANGE, Session=NORMAL 1.2225%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T16:33:31.413994+00:00,QUICK_CROSSOVER
